	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_symbol	chr
FBgn0034528	249.891222524296	0.494021135823507	0.145543050893458	3.3943299442386	0.000687967519825011	0.00305971960284687	CG11180	2R
FBgn0025394	415.020009060592	0.383166336527192	0.112905952346631	3.39367702555521	0.000689609711275658	0.00306386783759663	inc	X
FBgn0032620	112.070681679076	-0.55350829604855	0.163096275007239	-3.39375191753448	0.000689421161549655	0.00306386783759663	CG12288	2L
FBgn0030316	70.3482470755722	-0.659903553287748	0.194503155941331	-3.39276527465085	0.000691909002578748	0.00307250285618131	CG11695	X
FBgn0035449	546.039876882961	0.349114605552837	0.102927899280252	3.39183649908435	0.000694258551814114	0.00307818845586165	CG14971	3L
FBgn0036762	796.23806914708	-0.381714085374638	0.112536480513422	-3.39191419203048	0.00069406172598551	0.00307818845586165	CG7430	3L
FBgn0001179	212.886817796668	-0.451570785637147	0.133130466792742	-3.39194172841108	0.000693991978292546	0.00307818845586165	hay	3L
FBgn0038080	99.9760078336922	-0.606721477247735	0.178953889450731	-3.39037882389684	0.000697961028977614	0.00309301662764477	CG12279	3R
FBgn0051156	189.092229505552	-0.477319198059181	0.14081342394383	-3.38972794418792	0.000699620174468752	0.00309877920353159	CG31156	3R
FBgn0033948	55.9174000690656	-0.761938036128726	0.22482618245944	-3.38900935733401	0.000701456167557885	0.00310372792991673	CG12863	2R
FBgn0035975	164.929074357386	-0.529647424911298	0.156278588483673	-3.38912342407439	0.0007011644278041	0.00310372792991673	PGRP-LA	3L
FBgn0033762	292.237272235567	-0.357970568776573	0.105662484624657	-3.38786817334635	0.000704381102302709	0.00311347982629913	ZnT49B	2R
FBgn0004057	179.266913754386	-0.569468603908472	0.168087126623864	-3.38793704994908	0.000704204245848088	0.00311347982629913	Zw	X
FBgn0031771	465.184776898293	-0.457326966972058	0.135026986141124	-3.38693012442774	0.000706793870297869	0.00312254662801161	ND-51	2L
FBgn0034418	278.369187241593	-0.418858108860565	0.123702699060801	-3.38600622331362	0.000709177753414903	0.00313147661362194	CG15118	2R
FBgn0028336	422.665418527798	-0.453173579465686	0.133871456627258	-3.3851396771417	0.000711420434957921	0.00313977429572384	l(1)G0255	X
FBgn0000611	1673.93146159969	0.310477754455818	0.0917490491174299	3.38398879816658	0.000714409178086117	0.00315135447963728	exd	X
FBgn0000928	165.535702966078	-0.604245035330186	0.178621511895206	-3.38282342881906	0.000717447435483101	0.0031616756128746	fs(1)Yb	X
FBgn0013685	77.4762796786968	1.47783052197812	0.436864702436927	3.38281054462505	0.000717481093114995	0.0031616756128746	mt:ND6	mitochondrion_genome
FBgn0083041	221.749658150816	1.76570651935222	0.521994216713672	3.38261701531601	0.000717986830055141	0.00316229079611742	snoRNA:Psi18S-1854b	X
FBgn0051715	142.753582818622	0.549510157708146	0.162498152725092	3.38163941246634	0.000720546598847205	0.0031710092827185	CG31715	2L
FBgn0033988	623.965842252937	0.427133922866435	0.126311911926872	3.38158069457236	0.000720700616183445	0.0031710092827185	pcs	2R
FBgn0040964	28.8942193590915	-1.03584443262671	0.306341670958623	-3.3813370194962	0.00072134010404138	0.0031722069646667	CG18661	2L
FBgn0034939	171.73926357814	-0.461612183724601	0.136598532552931	-3.37933486617602	0.000726614443160886	0.00319377554482472	thoc5	2R
FBgn0039528	1137.60598529985	0.38171647732914	0.112987535027405	3.37839459225795	0.00072910378122375	0.00320308716095093	dsd	3R
FBgn0036624	363.462347756535	-0.356252405604876	0.105485872159115	-3.37725231173614	0.000732138581385342	0.00321478440641851	RAF2	3L
FBgn0030752	834.858300247475	0.322066060248708	0.095375543536629	3.37682018163303	0.000733289716521106	0.00321820288698821	CG9947	X
FBgn0020304	2994.56198524257	0.253961504841516	0.0752472996881759	3.37502483004613	0.000738090311253664	0.00323762621548903	drongo	2L
FBgn0030293	860.528799802663	-0.275091258764485	0.0815552242103819	-3.37306728573087	0.000743357848677246	0.00325907702488597	CG1737	X
FBgn0033226	1237.52406518782	0.272657753916404	0.0808574696863788	3.37207873278696	0.00074603118411235	0.00326913817208441	CG1882	2R
FBgn0040153	80.7776013083501	0.695120847042807	0.206167498861751	3.3716315659867	0.000747243384050442	0.00327278960854142	l(1)G0469	X
FBgn0033465	220.904623930109	-0.438432330596067	0.130054548623045	-3.37114184192692	0.000748573048592386	0.00327695155635704	Etf-QO	2R
FBgn0035690	325.327321024492	-0.405092738509153	0.120230425626349	-3.36930303954921	0.000753585275022757	0.00329571146575679	CG10274	3L
FBgn0010288	401.525349318001	-0.474699613520594	0.140890113458687	-3.3692897384158	0.000753621644653197	0.00329571146575679	Uch	2L
FBgn0028550	157.650221336912	0.538151484233644	0.159729941469226	3.36913342159663	0.000754049187898298	0.00329591236633482	Atf3	X
FBgn0052816	75.9856882328956	0.686110892671084	0.20367697701411	3.36862272176964	0.000755447577127654	0.00330035443786117	CG32816	X
FBgn0015623	2112.24615625273	0.336005366425655	0.0997603526817958	3.36812528617863	0.000756811961232537	0.00330464353345067	Cpr	2L
FBgn0032361	77.9800300590574	-0.719007147116301	0.213694905398241	-3.36464337217756	0.000766426530334995	0.00334493478651003	CG6488	2L
FBgn0030341	391.351662169177	-0.427222662029196	0.126981098927845	-3.36445869217085	0.000766939638541054	0.00334548366569651	p24-1	X
FBgn0031977	516.958100177806	0.350544738609833	0.104224472031548	3.36336305453988	0.000769990282692615	0.00335709544251192	baf	2L
FBgn0032223	1007.99427962843	0.26718676097049	0.0794583267351344	3.36260240995418	0.000772114808610648	0.00336406139579782	GATAd	2L
FBgn0027660	290.609538788724	0.3776947151309	0.11232515668588	3.36251224814342	0.000772366996395402	0.00336406139579782	blot	3L
FBgn0038576	103.614462096762	-0.592391051074135	0.176365939190027	-3.35887447312521	0.000782606077773485	0.00340693986579112	Arp5	3R
FBgn0260859	106.371137614949	0.574062527033357	0.170926882700242	3.35852686227304	0.000783591049073459	0.00340950926491056	Bet3	3L
FBgn0262475	32.441751273593	1.12295098481933	0.334512561581006	3.35697702804322	0.00078799659360632	0.00342695195316102	bru2	2L
FBgn0038108	2541.57152155907	-0.49744933440456	0.148191154358846	-3.3568085528235	0.000788476882608339	0.00342731496481541	CG7518	3R
FBgn0037391	488.150556297389	-0.327102962329548	0.0975076954875128	-3.35463740265955	0.000794690757308393	0.0034525875608011	CG2017	3R
FBgn0037831	455.638003030162	0.449937284628657	0.134164092262635	3.35363417320243	0.000797577345268183	0.00346338639068944	Cap-H2	3R
FBgn0035692	732.615306265552	0.418406912452959	0.124824148246088	3.35197089931733	0.0008023845249303	0.0034825101215191	Sf3b6	3L
FBgn0263463	19.9864277785648	1.4910331781725	0.444994093986175	3.35068082548266	0.000806131585073668	0.00349701582133665	snoRNA:gcl-a	2R
FBgn0004227	904.648033598893	0.318890357495583	0.0951953012748941	3.34985396574069	0.000808541757303537	0.00350571042059772	nonA	X
FBgn0050020	584.725337406473	-0.413141583075231	0.123389152934235	-3.348281216384	0.000813144550726041	0.00352389838666373	CG30020	2R
FBgn0030616	2516.75873722773	-0.470108168762532	0.140447461812075	-3.34721726328922	0.000816272079699659	0.00353567801021362	RpL37a	X
FBgn0028546	247.001324196657	-0.399844318864901	0.119486990774423	-3.34634185925529	0.000818853727274589	0.0035450825275542	ics	2L
FBgn0026602	164.54076666709	-0.602775754550552	0.180151692063411	-3.34593446026798	0.000820057765919915	0.00354851649511538	Ady43A	2R
FBgn0022338	430.001150395316	0.412993190037133	0.123468143034609	3.34493724362054	0.000823011903022665	0.00355951617746958	dnk	3R
FBgn0001974	181.100495162326	0.537519580753293	0.160766730209429	3.34347523304774	0.000827360789125947	0.00357653410194234	l(2)35Bd	2L
FBgn0051363	2515.75068574895	0.321280851159159	0.0961067547133348	3.34295806905007	0.00082890423887393	0.00358141366240827	Jupiter	3R
FBgn0003062	965.856008111711	0.368332425044332	0.110242377272437	3.34111467983034	0.000834427495454881	0.0036034751391219	Fib	2R
FBgn0284257	430.862612364471	-0.316560565289363	0.0947772934625626	-3.3400464786896	0.000837643697463343	0.00361555652923083	Ttd14	2R
FBgn0035713	665.113573544351	-0.396132679878687	0.118727333073316	-3.33649101369161	0.000848431714822	0.00366029206839041	velo	3L
FBgn0034083	985.310862450145	0.308310426036546	0.0924245242495271	3.33580755259471	0.000850520186537434	0.00366747022023156	lbk	2R
FBgn0030486	490.309717568551	-0.463068349938311	0.13883757287218	-3.33532443962148	0.000851999323839742	0.00367201504990212	Set2	X
FBgn0027548	879.650289373878	0.304270331210879	0.0912401238267306	3.33483031860745	0.000853514631724914	0.00367671115920603	nito	2R
FBgn0264357	2659.97615917855	0.282058025455151	0.0846007437359394	3.33398990362929	0.000856097651944495	0.00368599971078993	SNF4Agamma	3R
FBgn0004556	122.468962746039	-0.517185508849347	0.155142927303087	-3.33360674469533	0.00085727769738947	0.00368924139130685	Dbp73D	3L
FBgn0033005	1541.76976791987	0.288229012020642	0.0864748240402491	3.33309740979048	0.000858848672455432	0.00369416134661233	CG3107	2R
FBgn0003257	217.351619365049	-0.492742480758198	0.147880535641655	-3.33203067340934	0.000862147531735914	0.00370650484400353	r-l	3R
FBgn0036661	893.93623706087	0.351470790885954	0.105499806300659	3.33148280750691	0.000863846358439296	0.00371172741310663	CG9705	3L
FBgn0036480	213.882433725137	-0.43876122545027	0.131708732179607	-3.33129943770127	0.000864415645862618	0.00371172741310663	Cep135	3L
FBgn0031150	785.438770278877	0.35490375000645	0.106538559208262	3.33122348043663	0.000864651563641374	0.00371172741310663	bves	X
FBgn0039417	62.8823767524494	0.717020630980727	0.21526663734485	3.33084884785042	0.000865816019051415	0.00371487975983461	CG6073	3R
FBgn0037822	232.812157877435	-0.411601226446594	0.123589789941711	-3.33038211846398	0.000867268769481572	0.00371926532373999	CG14683	3R
FBgn0027539	310.458216338537	0.42397138275499	0.127315659284962	3.33008040908813	0.000868209078018232	0.00372145002821016	lili	3R
FBgn0027356	64.5591741312311	0.694238050359761	0.208522860142833	3.32931386939651	0.000870602331799177	0.00372985731138368	Amph	2R
FBgn0038947	1085.87680530396	0.335399506190089	0.100752372744759	3.32894895725955	0.000871743790861908	0.00373289594530208	Sar1	3R
FBgn0026375	1282.63590593254	0.299841822012358	0.0901481276340194	3.32610149408368	0.000880698537564945	0.00376937228391895	RhoGAPp190	X
FBgn0039167	129.601220052662	0.58548706159277	0.176153787828567	3.32372677766412	0.000888231717927674	0.00379973122721215	CG17786	3R
FBgn0023512	304.434335055419	-0.437756377582711	0.131716826809246	-3.32346586375539	0.000889063032445666	0.00380140465902634	eIF2Bepsilon	X
FBgn0032178	272.990590716027	-0.388437850504076	0.116895681766693	-3.32294439480957	0.000890726679678422	0.00380663351429121	Spn31A	2L
FBgn0033273	111.853754348615	0.613290532339185	0.184572085025038	3.32276970407518	0.000891284642109352	0.00380713425019707	Gasz	2R
FBgn0037979	416.506038625293	-0.361674973077237	0.108859678567172	-3.32239611431578	0.000892478975749908	0.00381035141549775	GCC185	3R
FBgn0029113	667.494239470432	-0.29219030407362	0.0879715132561735	-3.32141955115357	0.00089560797320698	0.00382182117815647	Uba2	3L
FBgn0259113	569.558618869237	-0.344040616691006	0.103589012968188	-3.3212075956034	0.000896288439713826	0.00382283617472016	DNApol-alpha180	3R
FBgn0037001	628.660536882073	-0.376731665674912	0.113474182659494	-3.31997690439758	0.000900248954768829	0.00383632902243851	ND-39	3L
FBgn0020412	813.654847615201	0.351204370358574	0.10578608706698	3.31994858772122	0.000900340271909559	0.00383632902243851	JIL-1	3L
FBgn0037944	293.035994211183	-0.440866921800939	0.132802152637324	-3.31972722614614	0.000901054426558166	0.00383747883736828	CG6923	3R
FBgn0263507	72.5288376121977	0.735533417115478	0.221599662360969	3.31919917782794	0.000902760131669589	0.00384284832786113	CR43496	X
FBgn0025631	619.099028172429	0.41331477676121	0.124596939839666	3.31721451018841	0.000909197814739158	0.0038664409285584	moody	X
FBgn0034405	693.813305082195	-0.354279865013694	0.10679912857255	-3.31725426741685	0.000909068437353449	0.0038664409285584	Jheh2	2R
FBgn0035439	71.4206753792953	-0.901904907860535	0.27197204445999	-3.31616769529125	0.00091261049017911	0.00387904370259694	CG14961	3L
FBgn0036990	60.2695787055638	-0.720676969916463	0.217384833479545	-3.31521274221864	0.000915734040925202	0.00389040576068419	mRpL15	3L
FBgn0004510	147.711593325388	-0.480548246468865	0.145039901409416	-3.3132141003901	0.000922303478023526	0.00391626969869374	Ets97D	3R
FBgn0035375	352.556469596889	-0.373276029931512	0.112667200764088	-3.31308515166813	0.000922728822142152	0.00391626969869374	pgant6	3L
FBgn0003545	169.341871048227	-0.428104867454298	0.12925368615167	-3.31212888545358	0.000925888792790455	0.00392591620248518	sub	2R
FBgn0267087	394.737814835715	0.545689741136141	0.164756104229596	3.31210636284343	0.000925963339212699	0.00392591620248518	CR45531	X
FBgn0030749	1197.9429596947	0.263862317317933	0.0796689362464749	3.31198494356209	0.000926365314422228	0.00392591620248518	AnxB11	X
FBgn0011836	383.482582381412	-0.325205245005711	0.0981949242979875	-3.31183355280998	0.000926866740782848	0.00392611478182514	Taf2	3L
FBgn0035232	763.715007631077	-0.324144027208821	0.097903077995401	-3.31086656156048	0.000930075482530247	0.00393777546206556	CG12099	3L
FBgn0028327	3349.88568893218	0.310107362320339	0.0938240505921448	3.30520117563867	0.00094908249905733	0.00401542441671103	l(1)G0320	X
FBgn0011016	1203.25223831775	-0.287890524742599	0.0871043159072328	-3.30512353772694	0.000949345450842181	0.00401542441671103	SsRbeta	3L
FBgn0039213	1562.90758177896	0.24766156333307	0.0749757877040347	3.30322055849162	0.000955811786814153	0.00404079608551827	atl	3R
FBgn0024947	2021.38422046802	0.2896547880727	0.0877513512351968	3.30085843688433	0.000963895036721462	0.00407297526035385	NTPase	2L
FBgn0035268	106.53322695716	-0.593512622479082	0.17981499650819	-3.30068478160579	0.000964491781494947	0.00407350392018184	CG8001	3L
FBgn0037440	84.992299760609	-0.610410554029519	0.184970842858182	-3.3000366144059	0.000966722150711324	0.00408092825791481	CRAT	3R
FBgn0041147	48.5853563053734	-0.759164028473315	0.23009246229224	-3.29938678090681	0.000968963047980702	0.00408838976326787	ida	3L
FBgn0039955	859.248441081172	0.298141789235069	0.0903675120085793	3.29921431506008	0.000969558589502605	0.00408890504762402	CG41099	3R
FBgn0266719	422.10883382851	-0.343330438626199	0.104120196996219	-3.29744322937331	0.000975693967033994	0.00411277149500859	stac	3R
FBgn0085271	11.5674330770262	1.6659678640521	0.505339642188303	3.29672902137236	0.000978178276241149	0.00411922270692092	CG34242	3L
FBgn0250785	126.419466549948	0.518997056508975	0.157425079212125	3.29678764721881	0.000977974130973777	0.00411922270692092	vari	2L
FBgn0010438	91.166358317036	-0.58155916781039	0.176489887780469	-3.29514158076736	0.000983721039970346	0.00414001568741992	mtSSB	3R
FBgn0265590	39.311980902443	0.889678975698455	0.270005466371531	3.29504060660107	0.000984074586809435	0.00414001568741992	CR44417	2R
FBgn0030239	120.252188256223	0.505937287658961	0.153610908533973	3.29362863931676	0.00098903073274625	0.00415884052518469	CG17333	X
FBgn0022382	147.211243670651	0.575148053206319	0.174691256662769	3.29236885802824	0.00099347218906887	0.00417548384281646	Pka-R2	2R
FBgn0026252	2839.89568687361	-0.297550001132424	0.0904453953000612	-3.28983029092055	0.00100247825328881	0.00421128631987133	msk	3L
FBgn0002709	26.5034695958822	1.0396493390257	0.316137805938124	3.28859541471349	0.00100688648961089	0.00422774847387909	mei-218	X
FBgn0019932	124.790622780402	-0.529879125822423	0.161226909465984	-3.28654272154376	0.00101425387686017	0.00425661357358661	SamDC	2L
FBgn0035812	394.794258949731	-0.376944573279688	0.114726256062205	-3.28559988112317	0.00101765455122522	0.00426881124766014	CG7457	3L
FBgn0086067	13.1641138748883	1.5617872621447	0.475674375651659	3.28331174031627	0.00102595144074843	0.00430020256070497	snoRNA:Me28S-A771	3L
FBgn0261984	2050.06069878789	0.288998019283704	0.0880216231372295	3.283261646211	0.00102613378228702	0.00430020256070497	Ire1	3R
FBgn0028476	632.857233593145	0.339135947193169	0.103315402966292	3.28253036291033	0.00102879905587957	0.00430928101146066	Usp1	3R
FBgn0033166	432.36630206116	0.364191535365361	0.110972658091275	3.28181321083446	0.00103141904707137	0.00431816108073459	Eaf	2R
FBgn0035725	51.1182019889913	0.804915928511803	0.245452170398356	3.27931884735616	0.00104057993673858	0.00435440354341626	Mis12	3L
FBgn0037382	177.883915963002	-0.481989498481233	0.147019036051142	-3.27841558091544	0.00104391583319734	0.00436624748248204	Hpr1	3R
FBgn0004191	3025.13268477562	-1.00603657772974	0.307178698252569	-3.27508575123446	0.00105629905055261	0.00441590266196653	snRNA:U2:34ABa	2L
FBgn0037007	787.417196658974	0.274972654098377	0.0839798850131945	3.27426804710646	0.00105936070393394	0.0044265594580926	CG5059	3L
FBgn0285971	113.430018109299	-0.527429005529518	0.161094031452614	-3.27404436262221	0.00106019965386362	0.00442792282902325	prg	2L
FBgn0035592	125.351014396005	0.529908443685227	0.161878836613188	3.27348809005499	0.00106228867274964	0.00443450327043919	CG10674	3L
FBgn0029891	481.103366980485	-0.346782352430041	0.105963420973595	-3.27266097341698	0.00106540185738773	0.00444535064843372	Pink1	X
FBgn0031399	168.097465478504	-0.453831209067391	0.138704130472856	-3.27193723445895	0.00106813286032654	0.00445459368162255	mio	2L
FBgn0037814	308.598720345984	-0.338514743314198	0.103484824752568	-3.27115346741503	0.00107109768008962	0.00446480244350097	CG6325	3R
FBgn0024846	264.12879162483	-0.36063057701035	0.110327408768141	-3.26873059955785	0.00108031106906384	0.0045010355540301	p38b	2L
FBgn0031885	420.634446803824	0.374667668378918	0.114655887336188	3.26775778447675	0.00108403095495597	0.00451435648888847	Mnn1	2L
FBgn0030055	470.438934464296	0.402527506356686	0.123293924447797	3.26477973800824	0.00109549229030259	0.00455790406832061	CG12772	X
FBgn0030745	357.539436333585	0.418326669471162	0.128133717523502	3.26476650764804	0.00109554345789436	0.00455790406832061	CG4239	X
FBgn0053170	146.584125956971	0.486353573915456	0.148981995025268	3.26451242536366	0.00109652653415635	0.00455979762903629	CG33170	3L
FBgn0266619	36.9346941224249	1.00044766523097	0.306585735286133	3.26319052090685	0.00110165432471926	0.00457891645938413	CR45126	4
FBgn0261988	1720.95644584933	0.368400515244133	0.112907964085199	3.26283905859946	0.00110302140653952	0.00458239340465698	Gprk2	3R
FBgn0031470	510.482097604843	-0.311046275027869	0.0953659904157548	-3.261605879327	0.00110783051842438	0.00460015970559202	CG18557	2L
FBgn0030354	671.607349524207	-0.318000097091405	0.0975638567289771	-3.25940474016703	0.00111646266716814	0.00463377609626681	Upf1	X
FBgn0035515	140.551783697984	-0.515583635896413	0.158322763355663	-3.25653509936651	0.0011278098566608	0.00467862331026865	CG14997	3L
FBgn0020621	895.316542783483	0.341856620677628	0.104990871997464	3.25606040004967	0.00112969716717366	0.00468420280022992	Pkn	2R
FBgn0031003	89.3824282290276	-0.60471715758495	0.185753950439513	-3.25547400824653	0.00113203257588619	0.0046916340489103	CG7889	X
FBgn0040344	383.826702277342	-0.367205744537098	0.112852313543793	-3.25386102425451	0.00113847961207974	0.00471609036428428	CG3711	X
FBgn0003612	945.208889022908	0.32022858843781	0.0984801396134901	3.25170729544685	0.00114714090536731	0.00474969127500356	Su(var)2-10	2R
FBgn0259228	918.77754397612	0.288498212895044	0.0887450689440845	3.25086471088121	0.00115054593153661	0.00476150704872147	C3G	X
FBgn0260456	230.279531277405	-0.36782477720351	0.113152407763918	-3.25070216774302	0.00115120386965673	0.00476194819072089	CG4806	2R
FBgn0083029	10.116448124577	1.85927663472164	0.572206779738657	3.24930899205847	0.00115685741233519	0.00478304330796507	snoRNA:Psi18S-525j	2L
FBgn0040754	66.6491810140515	0.686188915548266	0.211194672001376	3.24908251257302	0.00115777889300237	0.00478354199941143	CG17059	2R
FBgn0036365	205.267572075632	-0.516985814136284	0.159121169003016	-3.24900713949937	0.00115808571503639	0.00478354199941143	cmb	3L
FBgn0025716	269.110457311242	-0.452838865375131	0.139399398763907	-3.24849941528141	0.0011601544726562	0.00478979645331339	Bap55	2R
FBgn0034258	7101.9589582824	-0.296669597355724	0.0913410024734627	-3.24793454551712	0.00116246008706875	0.00479702234687663	eIF3c	2R
FBgn0022699	193.599993444396	-0.446614572260994	0.137521589874598	-3.24759605141454	0.00116384373805242	0.00480043856998985	D19B	3L
FBgn0085192	36.5442057929442	0.829111430443319	0.255354466939556	3.24690396208958	0.00116667750687263	0.00480982989348873	CG34163	2L
FBgn0010422	188.916959348184	-0.464717426302655	0.143256032109949	-3.24396410718666	0.0011787859931261	0.00485743064056779	TfIIS	2L
FBgn0035793	1130.69424981337	-0.265417981958787	0.0818629907793336	-3.24222190555236	0.00118601635167319	0.00488489424387284	CG7546	3L
FBgn0043362	596.369123020071	-0.455723593669683	0.140589545461397	-3.24151836592156	0.00118894772804361	0.00488997215576792	bchs	2L
FBgn0032305	873.294289558358	0.272072425265232	0.0839321261742878	3.24157670806843	0.00118870438467793	0.00488997215576792	CG6700	2L
FBgn0027949	153.634151237544	-0.510191124946423	0.157382691022213	-3.24172322656762	0.00118809346323818	0.00488997215576792	msb1l	2L
FBgn0037472	266.225330334838	0.47842946424485	0.147622462101905	3.24089882686408	0.00119153464800142	0.00489827927405439	CG10098	3R
FBgn0037470	508.603501483038	-0.350934132089622	0.108329133508933	-3.23951757687311	0.00119732086647859	0.00491214002147366	Tailor	3R
FBgn0051075	294.641424767753	-0.443706378350483	0.136961866057556	-3.23963444075756	0.00119683030655	0.00491214002147366	CG31075	3R
FBgn0002441	686.639925145032	-0.284542003012026	0.0878374551372799	-3.23941537886451	0.00119775001565631	0.00491214002147366	l(3)mbt	3R
FBgn0023395	124.318660249543	-0.479618087478634	0.148054448699918	-3.23947096281274	0.00119751659029885	0.00491214002147366	Chd3	3L
FBgn0015269	1003.51025925759	-0.327712169080824	0.101151872482767	-3.23980328823528	0.0011961218628546	0.00491214002147366	Nf1	3R
FBgn0029861	178.870669598123	-0.520987625510315	0.160834526744979	-3.23927726250221	0.00119833021873395	0.00491218704281213	CG3815	X
FBgn0037025	538.34202559023	-0.480823741643343	0.148454207214694	-3.23886908067198	0.00120004643830026	0.00491688856147976	Spc105R	3L
FBgn0262794	28.2965326859441	1.04684662500224	0.323354317201779	3.23745986774312	0.00120598900694855	0.00493889381366268	CG43175	3R
FBgn0039875	1003.68561902331	-0.31285268091978	0.0966572420971147	-3.23672261003937	0.00120910879951506	0.00494932355517135	sip3	3R
FBgn0037215	214.533675709337	-0.454325589500367	0.14038553384788	-3.23627069718358	0.00121102480548977	0.00495481821175515	beta-Man	3R
FBgn0040395	2117.12243585925	0.282750091460567	0.0873734181586274	3.23611113562287	0.00121170197926286	0.00495524147485481	Unc-76	X
FBgn0032453	204.967609821375	-0.461064917203332	0.142563984290247	-3.2340911310717	0.00122030510528943	0.00498806208915515	CG6180	2L
FBgn0037853	462.875111869785	-0.388938113377268	0.120299839035129	-3.23307260006967	0.00122466435470233	0.00500351278692715	CG14696	3R
FBgn0003218	217.939073249879	0.446941439247348	0.138303995013452	3.23158733920792	0.00123104696211827	0.0050272116367922	rdgB	X
FBgn0036090	52.0596094415331	0.787581958979385	0.243824358255329	3.23012009388595	0.00123738230296618	0.00505069515629438	CG8009	3L
FBgn0032172	974.462862910505	0.27191648041651	0.0841948763237924	3.22960840717656	0.0012395987594759	0.0050573521424626	CG5850	2L
FBgn0037106	58.1686324619995	-0.73784595900723	0.22853735478376	-3.22855736081033	0.00124416304701522	0.00507357707132693	CG11307	3L
FBgn0033980	268.293152956079	0.45300085904574	0.140332386473993	3.22805640542351	0.00124634395899558	0.00508007209714244	Cyp6a20	2R
FBgn0037293	314.668404726302	-0.392361517529201	0.121608297183135	-3.22643706570718	0.00125341793495676	0.00510408802650709	CG12007	3R
FBgn0028579	169.423043862784	-0.443743367063274	0.137531027932268	-3.22649640401008	0.00125315806660924	0.00510408802650709	phtf	2R
FBgn0264310	34.2636717897405	0.998404420462832	0.309472787478045	3.22614608088494	0.00125469300502318	0.00510687251856043	CR43785	3L
FBgn0025185	114.246324156117	-0.540057936479386	0.167577648351322	-3.22273251709064	0.0012697406415708	0.00516568531382335	az2	2R
FBgn0036801	164.652665190433	0.495358170345187	0.153720746249862	3.22245488933561	0.00127097177446199	0.00516825951790405	MYPT-75D	3L
FBgn0039108	3065.44509817437	0.28358256013173	0.088039674267517	3.221076889381	0.00127709880418696	0.00518706801614683	CG10232	3R
FBgn0005649	1228.57333840819	0.281187659663054	0.0872943412134133	3.22114418591715	0.00127679895004985	0.00518706801614683	Rox8	3R
FBgn0036196	79.6832610201259	0.718141404480788	0.222955377491204	3.22100956954545	0.00127739882717892	0.00518706801614683	CG11658	3L
FBgn0031356	3614.85096635619	0.227011205962624	0.0704856542114118	3.22067246877975	0.00127890215643102	0.00519073210765727	CG17660	2L
FBgn0029929	83.2726593463775	0.576862547342995	0.179193881287174	3.21920895512343	0.00128544777448596	0.0052127283247055	CG4593	X
FBgn0011225	516.471092171458	-0.307460706748736	0.0955086901527401	-3.21919090563421	0.00128552869417885	0.0052127283247055	jar	3R
FBgn0261477	397.159126184426	0.320681896792404	0.09965847052039	3.21780873334588	0.00129173925071188	0.00523545373458399	slim	2R
FBgn0034117	24.9869738206762	-1.05658220668494	0.328676506801607	-3.21465691894645	0.00130600511091997	0.0052907908738348	CG7997	2R
FBgn0052791	204.529137766974	0.502477624737978	0.156328106543349	3.21425005297204	0.00130785724204399	0.00529581012636378	DIP-alpha	X
FBgn0000183	1395.07181065424	0.334962981451489	0.104286742520648	3.21194212567497	0.00131840931789637	0.00533603621306044	BicD	2L
FBgn0050055	71.6354323272017	0.630507956204513	0.196333042851229	3.21142048759607	0.00132080515899168	0.00534322911391624	CR30055	2R
FBgn0002716	107.189136771105	0.544031968152347	0.169491891324398	3.20978168277739	0.0013283582169654	0.00537126868910586	mei-W68	2R
FBgn0036816	1752.79742006036	-0.240014867702978	0.0747813359666859	-3.20955576147906	0.00132940258162089	0.00537297618037417	Indy	3L
FBgn0016081	3144.53495141199	-0.393971097383583	0.122767058408583	-3.20909454450232	0.00133153699823061	0.00537908561913834	fry	3L
FBgn0005672	2190.41681789694	0.26377809749312	0.0822016427610009	3.20891515830222	0.00133236801410281	0.00537992638513603	spi	2L
FBgn0270924	505.110112789277	-0.322920727690474	0.100649142371743	-3.2083803207958	0.00133484851762901	0.00538742366671111	zf30C	2L
FBgn0027526	128.546733534298	-0.49607467114406	0.154653274039097	-3.20765709116931	0.00133820953465664	0.00539846602093854	Ublcp1	3R
FBgn0261041	90.7143168697605	0.653404812199668	0.203738715288122	3.20707240779269	0.00134093240044871	0.00540692490320984	stj	2R
FBgn0003984	196.558195568589	0.561983497341939	0.175241724821873	3.20690462224778	0.00134171471970635	0.00540755484559204	vn	3L
FBgn0011606	1118.29492010648	-0.250322359441436	0.0780769375187299	-3.2060985919355	0.00134547880156987	0.00542019608636147	Klp3A	X
FBgn0036062	69.2195538259976	0.699005752609707	0.218051776573089	3.20568703266403	0.00134740449744921	0.00542542314427451	CG6685	3L
FBgn0000139	204.315082311924	-0.423248015103519	0.132054615380021	-3.20509823822148	0.00135016390206193	0.00543400075587554	ash2	3R
FBgn0027079	1732.10198215328	-0.320806969375946	0.100117106866746	-3.20431721826454	0.00135383222199669	0.00544622678220094	ValRS	2R
FBgn0063494	285.290613325314	-0.471665243020456	0.14721280186272	-3.20396892832932	0.00135547104377731	0.00545028091485317	GstE6	2R
FBgn0039690	304.926135911808	-0.391948620834174	0.122357507402655	-3.20330668018879	0.00135859219384874	0.00546028886843723	CG1969	3R
FBgn0046763	901.503023785915	0.276079303476586	0.0862117129148046	3.20234100613928	0.00136315526126469	0.00547607999606656	CG17278	3R
